,timestamp,open,high,low,close,volume,change,rs_14,rsi,rsi_14,stochrsi,rate,middle,tp,boll,boll_ub,boll_lb,macd,macds,macdh,ppo,ppos,ppoh,rsv_9,kdjk_9,kdjk,kdjd_9,kdjd,kdjj_9,kdjj,cr,cr-ma1,cr-ma2,cr-ma3,cci,tr,atr,high_delta,um,low_delta,dm,pdm,pdm_14_ema,pdm_14,atr_14,pdi_14,pdi,mdm,mdm_14_ema,mdm_14,mdi_14,mdi,dx_14,dx,adx,adxr,trix,tema,vr,close_10_sma,close_50_sma,dma,vwma,chop,log-ret,mfi,wt1,wt2,wr,supertrend_ub,supertrend_lb,supertrend
0,2022-02-06T12:42:00.000Z,41584.29,41586.94,41581.4,41586.93,4.84228,0.0,,,,,,41585.09,41585.09,41586.93,,,0.0,0.0,0.0,0.0,0.0,0.0,99.81949458480081,66.6064981949336,66.6064981949336,55.53549939831119,55.53549939831119,88.74849578817842,88.74849578817842,50.13550135523852,50.13550135523852,50.13550135523852,50.13550135523852,,5.540000000000873,5.540000000000873,,,,,0.0,0.0,0.0,5.540000000000873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,41586.93,100.0,41586.93,41586.93,0.0,41585.09,0.0,0.0,0.5,,,-0.18050541519920021,41600.79,41567.549999999996,41600.79
1,2022-02-06T12:43:00.000Z,41586.94,41586.94,41575.01,41578.98,7.035,-0.01911658302259367,0.0,0.0,0.0,,-0.01911658302259367,41580.310000000005,41580.310000000005,41582.955,41594.19799782086,41571.71200217914,-0.17836538460687734,-0.09909188033715408,-0.07927350426972327,-0.00042894027225954195,-0.00023830015125530108,-0.00019064012100424087,33.277451802188324,55.4968160640185,55.4968160640185,55.52260495354696,55.52260495354696,55.44523828496159,55.44523828496159,26.870007262269112,50.13550135523852,50.13550135523852,50.13550135523852,-66.66666666656519,11.930000000000291,8.853333333333904,0.0,0.0,-6.389999999999418,6.389999999999418,0.0,0.0,0.0,8.853333333333904,0.0,0.0,6.389999999999418,3.423214285713974,3.423214285713974,38.66582401032101,38.66582401032101,100.0,100.0,100.0,100.0,-0.003038131720255782,41579.48880000001,25.603893343372665,41582.955,41582.955,0.0,41582.2587709644,14.453224784313052,-0.00019118410474227218,0.5,-121.21212121212123,-121.21212121212123,-66.72254819781168,41600.79,41567.549999999996,41600.79
2,2022-02-06T12:44:00.000Z,41578.99,41578.99,41577.64,41578.98,1.68308,0.0,0.0,0.0,0.0,,0.0,41578.53666666667,41578.53666666667,41581.630000000005,41590.809869280114,41572.450130719895,-0.2272729031756171,-0.15162508641849137,-0.07564781675712573,-0.0005465730961426033,-0.00036464152211075277,-0.0001819315740318505,33.277451802188324,48.09036131007511,48.09036131007511,53.045190405723005,53.045190405723005,38.18070311877932,38.18070311877932,22.506082725138413,50.13550135523852,50.13550135523852,50.13550135523852,-73.47058823538214,1.3499999999985448,6.164753199268584,-7.950000000004366,0.0,2.6299999999973807,0.0,0.0,0.0,0.0,6.164753199268584,0.0,0.0,0.0,2.1155348047536275,2.1155348047536275,34.31661797920191,34.31661797920191,100.0,100.0,100.0,100.0,-0.002247336005452982,41578.513408368555,31.683641363880017,41581.630000000005,41581.630000000005,0.0,41581.7967921304,17.273739866569258,0.0,0.5,-107.36141015445047,-114.28676568328585,-66.72254819781168,41596.80925959781,41567.549999999996,41596.80925959781
3,2022-02-06T12:45:00.000Z,41578.99,41578.99,41546.2,41546.21,4.58023,-0.07881386219672493,0.0,0.0,0.0,,-0.07881386219672493,41557.13333333333,41557.13333333333,41572.775,41608.979369901994,41536.57063009801,-1.4270954880994395,-0.5836950056871052,-0.8434004824123343,-0.0034328629748731103,-0.0014040119329381095,-0.0020288510419350005,0.024545900839558127,32.06842284032992,32.06842284032992,46.05293455059197,46.05293455059197,4.09939941980582,4.09939941980582,8.515000341713048,50.13550135523852,50.13550135523852,50.13550135523852,-133.3333333333601,32.79000000000087,13.578216133942293,0.0,0.0,-31.44000000000233,31.44000000000233,0.0,0.0,0.0,13.578216133942293,0.0,0.0,31.44000000000233,11.08671591733198,11.08671591733198,81.65075447295202,81.65075447295202,100.0,100.0,100.0,100.0,-0.004250922261061224,41552.277237279144,21.929693081891205,41572.775,41572.775,0.0,41575.56963447532,8.9617242758549,-0.0007884493664948713,0.5,-129.19902457802897,-119.25751864820022,-99.97545409916044,41596.80925959781,41567.549999999996,41596.80925959781
4,2022-02-06T12:46:00.000Z,41546.2,41546.21,41511.05,41522.0,11.74588,-0.05827246336067571,0.0,0.0,0.0,,-0.05827246336067571,41526.42,41526.42,41562.62,41617.80648204045,41507.43351795956,-3.0123887994413963,-1.306176500735383,-1.7062122987060133,-0.007248273972797461,-0.003142547761073328,-0.0041057262117241335,14.428778495186684,26.18854139194884,26.18854139194884,39.43147016437759,39.43147016437759,-0.29731615290866387,-0.29731615290866387,4.3783821772538865,38.502754308753815,50.13550135523852,50.13550135523852,-137.2814906413319,35.15999999999622,18.556783541802258,-32.779999999998836,0.0,-35.14999999999418,35.14999999999418,0.0,0.0,0.0,18.556783541802258,0.0,0.0,35.14999999999418,17.364789915532224,17.364789915532224,93.576507353309,93.576507353309,100.0,100.0,100.0,100.0,-0.006420074288575213,41525.930101277234,12.254754112769067,41562.62,41562.62,0.0,41556.25301031091,5.076661840047241,-0.0005828944835931157,0.5,-137.31286457267277,-123.77135512931835,-85.57122150481332,41584.30035062541,41472.9596493746,41584.30035062541
5,2022-02-06T12:47:00.000Z,41522.0,41524.11,41517.15,41517.15,3.33793,-0.011680554886561723,0.0,0.0,0.0,,-0.011680554886561723,41519.47,41519.47,41555.041666666664,41616.80561656195,41493.27771677138,-4.1161310158640845,-2.0678304047840594,-2.048300611080025,-0.009906098415218495,-0.004975846034488511,-0.004930252380729984,8.037949663985493,20.13834414929439,20.13834414929439,33.00042815934986,33.00042815934986,-5.585823870816547,-5.585823870816547,3.988603988613405,33.17053044754868,50.13550135523852,50.13550135523852,-108.88016274778475,6.959999999999127,16.2491037385566,-22.099999999998545,0.0,6.099999999998545,0.0,0.0,0.0,0.0,16.2491037385566,0.0,0.0,0.0,13.346887115664805,13.346887115664805,82.13922029431515,82.13922029431515,100.0,100.0,100.0,100.0,-0.007844218008219375,41514.30443814205,10.889494995614402,41555.041666666664,41555.041666666664,0.0,41552.557560171634,8.000333413496467,-0.00011681237116500024,0.5,-130.59860940209998,-126.11797717681304,-91.9620503360145,41569.37731121568,41472.9596493746,41569.37731121568
6,2022-02-06T12:48:00.000Z,41517.16,41522.41,41512.0,41522.37,6.76809,0.012573117374392595,0.0914115344646843,8.375533112678681,8.375533112678681,100.0,0.012573117374392595,41518.926666666666,41518.926666666666,41550.374285714286,41611.9287524974,41488.81981893117,-4.5165979314624565,-2.6875481386132805,-1.829049792849176,-0.010871237988207022,-0.00646781246322876,-0.004403425524978262,14.916326261694287,18.397671520094356,18.397671520094356,28.132842612931356,28.132842612931356,-1.0726706655796434,-1.0726706655796434,6.356033452818662,27.006647921089773,38.502754308753815,50.13550135523852,-84.5726590849155,10.410000000003492,15.218616097550868,-1.6999999999970896,0.0,-5.150000000001455,5.150000000001455,0.0,0.0,0.0,15.218616097550868,0.0,0.0,5.150000000001455,11.619629205976345,11.619629205976345,76.35141810198033,76.35141810198033,100.0,100.0,100.0,100.0,-0.00845600766640194,41515.51008904638,33.47861871748351,41550.374285714286,41550.374285714286,0.0,41546.86606874358,11.991070476861081,0.00012572327024237118,0.5,-119.90677174548637,-129.254317574572,-85.0836737383057,41562.86084829266,41472.9596493746,41562.86084829266
7,2022-02-06T12:49:00.000Z,41522.37,41522.38,41490.01,41497.97,43.43912,-0.05876350506968109,0.06260395463761737,5.891560478802035,5.891560478802035,70.34251312174423,-0.05876350506968109,41503.45333333334,41503.45333333334,41543.82375,41611.80005506288,41475.84744493713,-5.872961728688097,-3.4530629260240975,-2.419898802663999,-0.01413859205058651,-0.00831124504711294,-0.0058273470034735705,8.212111833280824,15.002484957823178,15.002484957823178,23.75605672789529,23.75605672789529,-2.504658582321049,-2.504658582321049,7.505633969880448,22.480994772322596,33.17053044754868,50.13550135523852,-97.8560519282145,32.36999999999534,17.957748958596955,-0.030000000006111804,0.0,-21.989999999997963,21.989999999997963,0.0,0.0,0.0,17.957748958596955,0.0,0.0,21.989999999997963,13.647921027839017,13.647921027839017,76.00017718983267,76.00017718983267,100.0,100.0,100.0,100.0,-0.009143094425129537,41500.003331472355,13.66574278986453,41543.82375,41543.82375,0.0,41524.26299272702,12.9746633264783,-0.0005878077758427625,0.5,-114.57873436075344,-125.59924502025315,-91.78788816671918,41560.06824687579,41472.9596493746,41560.06824687579
8,2022-02-06T12:50:00.000Z,41497.98,41523.51,41487.82,41499.32,34.14605,0.003253171179218306,0.08138130891576015,7.525681112183889,7.525681112183889,89.85315932655908,0.003253171179218306,41503.549999999996,41503.549999999996,41538.878888888896,41609.046119448794,41468.711658329,-6.655880121274095,-4.192929587384888,-2.462950533889207,-0.016025634546716398,-0.010093307292804997,-0.005932327253911402,11.60209846650494,13.86902279405043,13.86902279405043,20.460378749947004,20.460378749947004,0.6863108822572812,0.6863108822572812,19.59867648628945,13.251615298997573,27.006647921089773,50.13550135523852,-83.97054356483548,35.69000000000233,20.559940441980864,1.1300000000046566,1.1300000000046566,-2.1900000000023283,2.1900000000023283,0.0,0.0,0.0,20.559940441980864,0.0,0.0,2.1900000000023283,11.538251423399515,11.538251423399515,56.12006248733984,56.12006248733984,100.0,100.0,100.0,100.0,-0.009613497392339479,41495.879800995615,60.1857144959104,41538.878888888896,41538.878888888896,0.0,41518.24767582662,20.928888072061024,3.253118264752295e-05,0.5,-107.01791789592782,-118.02550835106689,-88.39790153349506,41560.06824687579,41472.9596493746,41560.06824687579
9,2022-02-06T12:51:00.000Z,41499.32,41525.91,41496.45,41503.82,11.29812,0.010843551171446641,0.1487871960681402,12.95167604386451,12.95167604386451,100.0,0.010843551171446641,41508.72666666667,41508.72666666667,41535.373,41605.14435231917,41465.60164768083,-6.882633874338353,-4.795579484782045,-2.0870543895563083,-0.016573189541126472,-0.011545177073077298,-0.005028012468049174,16.1420500403547,14.62669854281852,14.62669854281852,18.515818680904175,18.515818680904175,6.848458266647214,6.848458266647214,32.44308320572744,9.148820537107483,22.480994772322596,50.13550135523852,-66.10595818267093,29.460000000006403,21.774532298938947,2.400000000001455,2.400000000001455,8.62999999999738,0.0,2.400000000001455,0.4205367635885003,0.4205367635885003,21.774532298938947,1.931323978926485,1.931323978926485,0.0,9.516476877122892,9.516476877122892,43.70462128174676,43.70462128174676,91.53595277628311,91.53595277628311,97.45870127883654,99.23698450404545,-0.00977842446007646,41498.75101526899,75.57807240353108,41535.373,41535.373,0.0,41517.41299995495,26.91308997624993,0.00010842963300933579,0.5,-97.47017489432895,-109.74339972412415,-83.85794995964531,41560.06824687579,41472.9596493746,41560.06824687579
